rev_Mean,mou_Mean,totmrc_Mean,roam_Mean,change_mou,change_rev,churn,months,uniqsubs,actvsubs,new_cell,totcalls,totmou,totrev,area,phones,hnd_webcap,income,creditcd,Customer_ID
"81,87","599,75","47,61","2,56","189,25","-28,88",0,47,1,1,N,1009,4270,"1262,71",NEW ENGLAND AREA,2,WCMB,6,Y,1000892
"45,53","33,66666667","32,32333333",0,"5,333333333","-12,57",1,45,1,1,Y,1355,"2791,03","1058,54",MIDWEST AREA,2,WCMB,5,Y,1000893
"54,175","328,75","59,99","0,39","-34,75","1,095",0,47,1,1,U,6781,"16033,33667","2730,3",SOUTH FLORIDA AREA,3,WCMB,8,Y,1000894
"37,2625","133,5","44,99","0,2925","-69,5","0,4875",0,47,1,1,Y,7771,"19354,28333","3044,67",DALLAS AREA,3,NA,,N,1000895
"110,1725","729,5","49,99","14,2825","117,5","47,7075",0,49,2,2,Y,13176,21722,"3480,24",DALLAS AREA,6,WCMB,,N,1000896
"46,5375","607,25",45,0,"-148,25","-1,3875",0,49,2,2,N,18760,32318,"2941,36",DALLAS AREA,3,WCMB,8,Y,1000897
"62,885","592,5","44,99",0,"-129,5","-12,715",0,47,1,1,N,2940,"6356,03","891,55",HOUSTON AREA,2,WCMB,1,Y,1000898
"23,3275","45,75","16,99","6,3375","26,25","7,3125",1,51,1,1,N,1317,3403,"1153,31",NORTHWEST/ROCKY MOUNTAIN AREA,1,NA,9,Y,1000899
"90,725","759,75","94,99","0,4875","-361,75","-4,745",0,51,2,2,N,7625,"14386,01667","2136,85",CENTRAL/SOUTH TEXAS AREA,2,WCMB,6,Y,1000900
"40,35","78,5","49,99",0,"30,5","-0,36",0,45,1,1,N,341,535,"475,13",MIDWEST AREA,3,WCMB,3,N,1000901
5,0,5,0,0,0,1,47,1,1,Y,1910,"5867,07","1108,99",CALIFORNIA NORTH AREA,2,WC,9,Y,1000902
"73,6025","525,75","57,57",0,"-25,75","-20,3625",0,45,1,1,U,9147,"21662,06333","3456,34",SOUTH FLORIDA AREA,3,WCMB,4,Y,1000903
"76,2225","1072,25","65,7975",0,"548,75","37,2675",0,47,2,2,N,23084,"55237,56333","5115,19",TENNESSEE AREA,10,WC,,N,1000904
10,0,10,0,0,0,0,49,1,1,N,9216,21068,"3005,81",DALLAS AREA,3,WCMB,6,Y,1000905
"40,9725",102,40,0,87,"0,0175",0,49,3,1,Y,1843,"3272,05","2009,16",CALIFORNIA NORTH AREA,2,WC,8,Y,1000906
"32,3625","144,25","29,99","0,1725","-51,25","-1,6825",0,47,1,1,Y,2319,8084,"1542,25",MIDWEST AREA,2,NA,7,Y,1000907
"99,4825","730,5","59,99",0,"448,5","130,2975",1,49,1,1,N,3548,"10971,07333","2379,06",NORTHWEST/ROCKY MOUNTAIN AREA,2,NA,5,Y,1000908
"39,24","505,75","35,99",0,"27,25",0,1,47,1,1,Y,9739,17943,"2686,25",PHILADELPHIA AREA,6,WCMB,6,Y,1000909
"74,44","391,75","50,1875",0,"-391,75","-73,63",0,47,2,1,N,12412,"33831,15333","6073,48",DALLAS AREA,2,NA,,N,1000910
"56,975","435,25","59,99","4,51","-143,25","-6,985",0,49,2,2,U,11091,"21129,09","3216,2",MIDWEST AREA,5,WCMB,7,Y,1000911
"61,1525","549,5",50,"1,03","-19,5","-7,8525",1,49,1,1,U,13574,26589,"3656,59",NEW YORK CITY AREA,3,WCMB,9,Y,1000912
"32,23","123,75","29,99",0,"-102,75","-2,24",0,45,1,1,N,6376,"17700,13667","2674,87",CALIFORNIA NORTH AREA,8,NA,3,Y,1000913
"131,0725","238,25","12,33",0,"-89,25","-55,8725",0,45,1,1,Y,5880,"12899,14333","3412,96",DALLAS AREA,2,WCMB,7,Y,1000914
"37,02","295,25",30,0,"-153,25","-5,52",1,47,1,1,N,7432,19610,"2527,85",SOUTHWEST AREA,4,WCMB,6,Y,1000915
"163,18",1347,"74,99","0,39",146,"36,8",1,45,1,1,N,9386,"21304,02","3491,36",CENTRAL/SOUTH TEXAS AREA,15,WCMB,,N,1000916
"132,0725","562,75","21,28",0,"85,25","85,1175",1,47,3,2,N,21518,"49640,48333","5741,43",CALIFORNIA NORTH AREA,6,WCMB,,N,1000917
"136,3325","1182,75","96,4425","1,8925","-776,75","-35,5625",1,51,1,1,Y,11222,27795,"3901,16",NEW YORK CITY AREA,5,WCMB,,,1000918
"22,93666667","108,6666667","11,32666667",0,,,1,51,1,1,U,13629,36927,"3433,7",ATLANTIC SOUTH AREA,3,NA,4,Y,1000919
"30,335","28,5","39,99",0,"3,5","-0,345",0,51,1,1,U,6847,"14501,08333","2720,19",NEW ENGLAND AREA,5,WCMB,,N,1000920
"73,1925","611,25","64,1825",0,"82,75","25,6875",0,49,1,1,N,7768,"26751,08","6606,87",SOUTHWEST AREA,6,WCMB,7,Y,1000921
"22,05","26,75",20,0,"10,25","1,35",0,49,1,1,Y,858,2052,"1084,46",GREAT LAKES AREA,1,NA,6,Y,1000922
"127,905","1713,5",75,0,"-854,5","-48,015",0,47,3,2,N,33340,"67667,06667","6908,59",NEW YORK CITY AREA,5,WCMB,9,Y,1000923
"42,1325","1310,75","35,99",0,"118,25","7,5375",1,51,1,1,Y,17524,"32592,05","2639,58",DALLAS AREA,4,WC,,N,1000924
"30,495","134,5",30,0,"-63,5","-0,495",1,47,2,1,N,3952,"11574,01667","1811,54",MIDWEST AREA,1,NA,6,N,1000925
"64,585","476,25","64,99",0,"-114,25","-14,595",1,49,1,1,N,12683,24870,"4499,1",NEW YORK CITY AREA,7,WCMB,8,Y,1000926
"66,2875",368,"59,99","4,3175",-73,"-6,2975",0,51,4,3,Y,5797,"15096,12","2793,99",CALIFORNIA NORTH AREA,7,WCMB,9,Y,1000927
"35,19","623,25","44,99",0,"467,75","0,6",0,49,1,1,Y,2065,5043,"1665,8",MIDWEST AREA,4,WCMB,2,N,1000928
"218,8625",1428,"119,99","4,275",435,"10,8675",0,49,2,2,N,13800,"34436,1","6341,07",NEW YORK CITY AREA,8,WCMB,3,N,1000929
"144,555","2509,25","58,7025","1,6575","-2441,25","-149,715",0,51,1,1,U,98139,"163264,1767","12583,69",DALLAS AREA,9,WCMB,,N,1000930
"71,8625","514,25",40,0,"257,75","46,8575",1,51,1,1,N,3938,"7324,03","2173,01",CALIFORNIA NORTH AREA,1,NA,6,Y,1000931
"30,26",24,"29,99",0,-17,"-0,27",0,45,1,1,N,215,1037,"891,93",GREAT LAKES AREA,1,NA,7,Y,1000932
"60,5475","82,75",25,0,"68,25","18,9425",0,45,1,1,Y,777,1353,"1322,76",NEW YORK CITY AREA,2,WCMB,9,Y,1000933
"73,475","625,75",50,0,"-506,75","-53,475",0,45,2,2,N,12566,"22631,05","2987,97",GREAT LAKES AREA,3,WCMB,3,Y,1000934
"92,4725","611,5","34,99","6,75","-82,5","-17,4925",1,51,1,1,N,7975,"21508,37333","3761,86",CALIFORNIA NORTH AREA,3,WC,7,Y,1000935
"81,5575",174,"94,99","0,4075",-136,"-3,3775",0,49,2,2,N,10145,"20030,30333","4006,46",CENTRAL/SOUTH TEXAS AREA,2,WCMB,6,Y,1000936
"47,9075","155,75","40,07",0,"55,25","-4,6675",0,49,1,1,Y,3709,6497,"2074,26",NEW YORK CITY AREA,5,WCMB,8,Y,1000937
"11,615","1,25","11,4975",0,"-1,25","-1,615",1,45,3,3,U,12600,"42766,16","5992,76",CALIFORNIA NORTH AREA,2,WC,9,Y,1000938
"127,9266667","934,3333333","66,65333333",0,"43,66666667","-15,34666667",0,47,1,1,U,7364,12625,"1459,2",SOUTHWEST AREA,10,WCMB,,N,1000939
"74,895","631,75",55,0,"83,25","16,225",0,51,1,1,Y,12196,"27906,11","3938,57",NEW YORK CITY AREA,3,WCMB,9,Y,1000940
"46,75",167,45,0,146,"3,5",0,47,1,1,Y,3241,"17137,02","3101,71",MIDWEST AREA,2,WCMB,7,Y,1000941
"61,885","586,25",50,0,"-74,25","-7,645",0,45,3,2,Y,12443,"21595,01667","2952,52",NEW YORK CITY AREA,10,WC,,N,1000942
"199,155",2552,"91,605",0,-385,"-51,765",0,51,3,2,U,33598,"72108,32333","6384,41",SOUTH FLORIDA AREA,6,WCMB,6,N,1000943
30,"150,5",30,0,"-11,5",0,1,51,1,1,N,4784,"7953,036667","1737,65",NEW YORK CITY AREA,3,WCMB,6,Y,1000944
"150,615",1441,"159,99",0,-855,"-150,615",1,45,3,2,N,31945,"64482,06333","5779,88",PHILADELPHIA AREA,10,WCMB,7,Y,1000945
"10,5625","24,5",10,0,"20,5","0,3375",0,45,2,2,N,972,"2236,356667","1385,23",CENTRAL/SOUTH TEXAS AREA,1,NA,7,Y,1000946
22,76,22,0,50,0,1,51,1,1,Y,1004,3693,"848,01",MIDWEST AREA,1,WC,6,Y,1000947
"33,1575","197,75","29,99",0,"113,25","8,2725",1,45,1,1,Y,5656,9979,"1475,21",DALLAS AREA,2,WC,7,Y,1000948
"50,6025","310,75",50,0,"6,25","-0,6025",0,45,5,2,Y,11001,22166,"2368,09",CALIFORNIA NORTH AREA,5,NA,7,Y,1000949
"74,5425","951,25","42,49","0,585","359,75","59,3975",1,49,3,3,N,7634,"22699,13333","3830,41",NORTHWEST/ROCKY MOUNTAIN AREA,2,WCMB,9,Y,1000950
"98,1575",1152,"89,99",0,489,"5,6925",0,49,1,1,N,16984,"50170,03667","6428,95",OHIO AREA,5,WCMB,,N,1000951
"22,03","31,25",20,0,"-13,25","-2,03",1,47,1,1,Y,672,2034,"1213,94",OHIO AREA,1,NA,9,Y,1000952
"30,1875",39,30,0,2,"-0,1875",0,51,1,1,N,1263,"3210,02","1730,94",SOUTHWEST AREA,2,NA,9,Y,1000953
"105,5675",815,70,"17,0775",270,"20,6525",0,45,1,1,U,13980,"31450,05","5918,14",NEW YORK CITY AREA,7,WCMB,8,N,1000954
"43,955","238,25","46,24",0,"-2,25","2,025",0,51,1,1,N,7679,"22619,13333","3806,68",CALIFORNIA NORTH AREA,2,WCMB,,N,1000955
"40,19","328,5","44,99","0,7375","17,5","-5,2",1,51,1,1,Y,6446,"14696,03667","2541,55",NEW YORK CITY AREA,7,WCMB,6,Y,1000956
"151,24",2157,"159,99",0,-252,"-1,25",0,49,1,1,N,31002,60040,"5709,45",NORTHWEST/ROCKY MOUNTAIN AREA,3,WCMB,6,Y,1000957
"60,175","656,5","64,8275",0,"-74,5","-1,335",1,47,1,1,Y,11656,32563,"4568,08",NEW ENGLAND AREA,10,WCMB,4,Y,1000958
"120,0375","1285,25","84,99",0,"-322,25","-41,7975",0,45,3,2,Y,28335,"57488,01667","5496,71",NEW YORK CITY AREA,6,WCMB,9,Y,1000959
"222,695","1562,75","63,99","0,0975","1536,25","277,165",0,45,1,1,N,3796,7308,1868,GREAT LAKES AREA,3,WCMB,4,Y,1000960
"83,46","785,25",75,0,"47,75","9,42",0,45,1,1,Y,12651,"31689,18667","4647,55",MIDWEST AREA,3,WCMB,6,Y,1000961
60,"0,5",60,0,"-0,5",0,1,49,1,1,Y,1793,"5190,03","2957,12",MIDWEST AREA,1,NA,9,N,1000962
"53,735","423,5","59,99","0,43","154,5","1,205",1,45,3,3,N,11772,25607,"3612,29",PHILADELPHIA AREA,2,WCMB,7,Y,1000963
"208,275","3626,25","104,98",0,"410,75","49,475",0,47,1,1,N,70189,136445,"8140,79",MIDWEST AREA,8,WCMB,5,Y,1000964
"66,395","490,25","54,995",0,"66,75","-13,275",1,47,1,1,Y,10793,23130,"3052,96",HOUSTON AREA,5,WCMB,9,Y,1000965
"127,5875","1178,75","69,99","2,0475","-345,75","-67,5975",0,51,2,2,Y,18405,49790,"5611,52",DALLAS AREA,4,WC,6,Y,1000966
"68,6825","481,75","34,98","0,4875","-36,75","-8,5025",1,49,1,1,N,5959,15544,"2390,09",GREAT LAKES AREA,2,WCMB,6,Y,1000967
"31,415","70,25","29,99","1,155","7,75","3,195",0,45,1,1,U,2207,8803,"2184,51",GREAT LAKES AREA,2,WCMB,3,N,1000968
"62,1725",640,"47,1725",0,67,"-62,1725",0,49,2,1,Y,8058,"24268,05","4298,21",CALIFORNIA NORTH AREA,3,NA,9,Y,1000969
"120,425","1297,75","41,28","3,91","11,25","-78,875",0,49,1,1,N,34414,62691,"6867,35",PHILADELPHIA AREA,12,WCMB,1,Y,1000970
"35,2375","892,5","44,99",0,"1,5","-0,2475",0,49,1,1,N,4548,"14051,01667","1760,48",SOUTH FLORIDA AREA,2,WCMB,6,Y,1000971
"22,8675","127,75","30,3675",0,"-127,75","-67,8575",1,51,1,1,N,35626,66808,"6325,56",NEW YORK CITY AREA,19,WC,8,Y,1000972
"43,975",491,"39,99",0,186,"9,975",1,51,1,1,Y,4383,"11689,03667","2258,43",NEW YORK CITY AREA,3,WCMB,4,Y,1000973
"39,99",0,"49,99",0,0,0,1,51,1,1,Y,5828,"12227,06","2489,41",CALIFORNIA NORTH AREA,4,WCMB,5,Y,1000974
"40,4","11,5",40,0,"-6,5","-0,4",0,47,1,1,N,900,1807,"1932,88",NEW YORK CITY AREA,1,NA,3,N,1000975
"191,7875","615,25","49,99",0,"53,75","-129,5975",0,47,2,1,N,10681,"23141,02","3579,52",NEW YORK CITY AREA,6,WCMB,4,Y,1000976
"36,39","944,25","44,99",0,"362,75","4,2",0,51,1,1,Y,3269,26477,"2260,3",NEW ENGLAND AREA,2,WC,7,Y,1000977
"40,485",566,"49,99",0,-60,"1,485",1,49,1,1,N,8093,29803,"2555,48",CENTRAL/SOUTH TEXAS AREA,3,WCMB,6,Y,1000978
"1,55",,,,,,1,51,3,2,Y,17167,"42842,27","3865,41",DALLAS AREA,3,WCMB,6,Y,1000979
"39,925","30,5","39,6775",0,"-25,5","-1,215",1,51,1,1,Y,2233,"3617,02","2056,38",TENNESSEE AREA,1,NA,6,Y,1000980
"54,5275",107,"69,99",0,-107,"-54,5275",1,45,2,2,Y,2673,"7013,05","2110,46",CALIFORNIA NORTH AREA,2,WC,7,Y,1000981
"80,05","1287,75",75,0,"10,25","11,95",0,51,2,2,N,31167,56079,"4637,26",NEW YORK CITY AREA,14,WC,9,Y,1000982
"66,46",439,"69,99",0,-206,"-2,51",0,47,2,2,Y,8414,"25938,20667","4288,32",CALIFORNIA NORTH AREA,2,WCMB,9,Y,1000983
"59,9125","312,25",30,0,"60,75","21,0875",1,49,1,1,N,4387,"10315,14","2090,52",CENTRAL/SOUTH TEXAS AREA,2,NA,8,Y,1000984
"85,1675",881,"75,3925","0,71",66,"-5,2275",0,49,1,1,Y,7238,"19008,02","3039,78",NEW YORK CITY AREA,2,WCMB,6,Y,1000985
"35,0075",51,"32,49",0,14,"-0,5375",0,45,2,2,N,1212,"3973,053333","2009,42",DALLAS AREA,1,NA,9,Y,1000986
"63,075","1174,75","84,99",0,"-160,75","18,305",1,51,3,3,N,17002,"42435,02","3958,81",PHILADELPHIA AREA,5,WCMB,9,Y,1000987
"118,495","1201,25","54,98",0,"-788,25","-118,495",1,45,1,1,U,8497,20402,"2257,86",NEW YORK CITY AREA,5,WCMB,1,Y,1000988
"24,55","43,5",20,0,"-27,5","-4,55",0,47,1,1,N,1569,3193,"1230,7",GREAT LAKES AREA,1,NA,6,Y,1000989
"74,8925","648,5",70,"0,855","19,5","-0,8625",1,47,1,1,N,13595,25792,"3313,75",HOUSTON AREA,5,WCMB,7,Y,1000990
"150,4975","817,25",40,"0,6825","300,75","85,0125",0,47,3,2,N,13055,28293,"4657,95",CENTRAL/SOUTH TEXAS AREA,5,WCMB,5,N,1000991
"75,675","274,5",75,0,"-84,5","-0,675",0,45,1,1,Y,9200,27757,"3626,51",NEW YORK CITY AREA,2,WCMB,7,Y,1000992
"29,99","106,75","39,99",0,"-28,75",0,0,47,1,1,N,4143,8418,"1878,5",MIDWEST AREA,3,WCMB,9,Y,1000993
"143,9075","1996,25",75,"0,8075","641,75","90,7725",1,49,2,2,U,16532,69098,"5694,36",NEW YORK CITY AREA,5,WCMB,,N,1000994
"31,575","121,5","16,99",0,"74,5","22,965",0,45,1,1,N,2355,"5649,02","1245,35",NORTHWEST/ROCKY MOUNTAIN AREA,1,NA,6,Y,1000995
"113,8375","1165,5","88,5325",0,"206,5","31,2625",0,47,1,1,N,19224,"48540,47667","6469,47",CALIFORNIA NORTH AREA,5,NA,9,Y,1000996
"40,875","248,75",30,0,"-7,75","-4,875",1,51,1,1,Y,3443,7793,"1743,89",NORTHWEST/ROCKY MOUNTAIN AREA,1,NA,4,Y,1000997
"38,1275","138,25","29,99",0,"55,75","17,4125",1,49,1,1,N,2600,"6195,016667","1848,75",CENTRAL/SOUTH TEXAS AREA,1,NA,9,Y,1000998
"32,89","45,5","37,4175","0,4525","0,5","-32,89",0,47,1,1,N,1482,2246,"2026,99",DALLAS AREA,3,WC,4,Y,1000999
"133,26","993,5","49,995",0,"33,5","-54,17",0,51,1,1,Y,9998,"30768,05667","3590,39",CENTRAL/SOUTH TEXAS AREA,3,WC,6,Y,1001000
